timestamp,_id,timestamp
2018-10-23 07:00:00,197,197
2018-10-23 08:00:00,224,224
2018-10-23 09:00:00,396,396
2018-10-23 10:00:00,283,283
2018-10-23 11:00:00,295,295
2018-10-23 12:00:00,220,220
2018-10-23 13:00:00,0,0
2018-10-23 14:00:00,0,0
2018-10-23 15:00:00,339,339
2018-10-23 16:00:00,226,226
2018-10-23 17:00:00,242,242
2018-10-23 18:00:00,450,450
2018-10-23 19:00:00,262,262
2018-10-23 20:00:00,314,314
2018-10-23 21:00:00,260,260
2018-10-23 22:00:00,176,176
2018-10-23 23:00:00,90,90
2018-10-24 00:00:00,83,83
2018-10-24 01:00:00,33,33
2018-10-24 02:00:00,34,34
2018-10-24 03:00:00,60,60
2018-10-24 04:00:00,73,73
2018-10-24 05:00:00,72,72
2018-10-24 06:00:00,112,112
2018-10-24 07:00:00,185,185
2018-10-24 08:00:00,264,264
2018-10-24 09:00:00,321,321
2018-10-24 10:00:00,259,259
2018-10-24 11:00:00,286,286
2018-10-24 12:00:00,332,332
2018-10-24 13:00:00,277,277
2018-10-24 14:00:00,294,294
2018-10-24 15:00:00,312,312
2018-10-24 16:00:00,243,243
2018-10-24 17:00:00,303,303
2018-10-24 18:00:00,325,325
2018-10-24 19:00:00,341,341
2018-10-24 20:00:00,225,225
2018-10-24 21:00:00,253,253
2018-10-24 22:00:00,107,107
2018-10-24 23:00:00,170,170
2018-10-25 00:00:00,206,206
2018-10-25 01:00:00,50,50
2018-10-25 02:00:00,39,39
2018-10-25 03:00:00,41,41
2018-10-25 04:00:00,62,62
2018-10-25 05:00:00,59,59
2018-10-25 06:00:00,0,0
2018-10-25 07:00:00,132,132
2018-10-25 08:00:00,244,244
2018-10-25 09:00:00,323,323
2018-10-25 10:00:00,349,349
2018-10-25 11:00:00,361,361
2018-10-25 12:00:00,325,325
2018-10-25 13:00:00,263,263
2018-10-25 14:00:00,248,248
2018-10-25 15:00:00,260,260
2018-10-25 16:00:00,268,268
2018-10-25 17:00:00,280,280
2018-10-25 18:00:00,307,307
2018-10-25 19:00:00,344,344
2018-10-25 20:00:00,384,384
2018-10-25 21:00:00,234,234
2018-10-25 22:00:00,171,171
2018-10-25 23:00:00,112,112
2018-10-26 00:00:00,100,100
2018-10-26 01:00:00,139,139
2018-10-26 02:00:00,36,36
2018-10-26 03:00:00,17,17
2018-10-26 04:00:00,20,20
2018-10-26 05:00:00,50,50
2018-10-26 06:00:00,142,142
2018-10-26 07:00:00,256,256
2018-10-26 08:00:00,364,364
2018-10-26 09:00:00,367,367
2018-10-26 10:00:00,305,305
2018-10-26 11:00:00,343,343
2018-10-26 12:00:00,412,412
2018-10-26 13:00:00,344,344
2018-10-26 14:00:00,311,311
2018-10-26 15:00:00,263,263
2018-10-26 16:00:00,311,311
2018-10-26 17:00:00,84,84
2018-10-26 18:00:00,0,0
2018-10-26 19:00:00,0,0
2018-10-26 20:00:00,0,0
2018-10-26 21:00:00,0,0
2018-10-26 22:00:00,0,0
2018-10-26 23:00:00,0,0
2018-10-27 00:00:00,0,0
2018-10-27 01:00:00,0,0
2018-10-27 02:00:00,0,0
2018-10-27 03:00:00,0,0
2018-10-27 04:00:00,0,0
2018-10-27 05:00:00,0,0
2018-10-27 06:00:00,0,0
2018-10-27 07:00:00,0,0
2018-10-27 08:00:00,0,0
2018-10-27 09:00:00,0,0
2018-10-27 10:00:00,0,0
2018-10-27 11:00:00,0,0
2018-10-27 12:00:00,0,0
2018-10-27 13:00:00,0,0
2018-10-27 14:00:00,0,0
2018-10-27 15:00:00,0,0
2018-10-27 16:00:00,0,0
2018-10-27 17:00:00,0,0
2018-10-27 18:00:00,0,0
2018-10-27 19:00:00,0,0
2018-10-27 20:00:00,0,0
2018-10-27 21:00:00,0,0
2018-10-27 22:00:00,0,0
2018-10-27 23:00:00,0,0
2018-10-28 00:00:00,0,0
2018-10-28 01:00:00,0,0
2018-10-28 02:00:00,0,0
2018-10-28 03:00:00,0,0
2018-10-28 04:00:00,0,0
2018-10-28 05:00:00,0,0
2018-10-28 06:00:00,0,0
2018-10-28 07:00:00,0,0
2018-10-28 08:00:00,0,0
2018-10-28 09:00:00,0,0
2018-10-28 10:00:00,0,0
2018-10-28 11:00:00,0,0
2018-10-28 12:00:00,0,0
2018-10-28 13:00:00,0,0
2018-10-28 14:00:00,0,0
2018-10-28 15:00:00,0,0
2018-10-28 16:00:00,0,0
2018-10-28 17:00:00,0,0
2018-10-28 18:00:00,0,0
2018-10-28 19:00:00,0,0
2018-10-28 20:00:00,0,0
2018-10-28 21:00:00,0,0
2018-10-28 22:00:00,0,0
2018-10-28 23:00:00,0,0
2018-10-29 00:00:00,0,0
2018-10-29 01:00:00,0,0
2018-10-29 02:00:00,0,0
2018-10-29 03:00:00,0,0
2018-10-29 04:00:00,0,0
2018-10-29 05:00:00,0,0
2018-10-29 06:00:00,0,0
2018-10-29 07:00:00,0,0
2018-10-29 08:00:00,0,0
2018-10-29 09:00:00,0,0
2018-10-29 10:00:00,0,0
2018-10-29 11:00:00,0,0
2018-10-29 12:00:00,0,0
2018-10-29 13:00:00,9,9
2018-10-29 14:00:00,284,284
